"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Fyn.10",1.02854224817079e-210,1.81334413321314,0.646,0.217,3.3206486482194e-206,"11","Fyn"
"Tnfrsf9",1.99164335423523e-210,-0.625410566797183,0.132,0.01,6.43002056914843e-206,"11","Tnfrsf9"
"As3mt",1.15206721513801e-206,0.762639846007716,0.231,0.031,3.71944900407307e-202,"11","As3mt"
"Qrfp",2.05899296968909e-202,0.354216175444272,0.112,0.007,6.64745880264123e-198,"11","Qrfp"
"Ighm.9",3.8135563851772e-199,-Inf,0.285,0.783,1.23120667895446e-194,"11","Ighm"
"Trdc.1",1.78344961391638e-198,-5.33401141482539,0.176,0.019,5.75786707852904e-194,"11","Trdc"
"Afdn",1.02013318560006e-197,0.383038437858783,0.125,0.01,3.29349998970979e-193,"11","Afdn"
"Ltb.10",2.23536656780968e-196,-3.41926131468048,0.251,0.833,7.21688096417354e-192,"11","Ltb"
"Ifi27l2a.9",1.09942858786742e-191,-90.5537131651292,0.105,0.688,3.54950519592997e-187,"11","Ifi27l2a"
"Chn2",1.11537677823447e-188,0.398367142394065,0.138,0.012,3.60099392853e-184,"11","Chn2"
"S100a10.11",2.65279815331999e-184,-37.5883480402717,0.904,0.553,8.56455883799358e-180,"11","S100a10"
"Dock5",6.51618412762597e-184,0.325839402574412,0.11,0.008,2.10375004560404e-179,"11","Dock5"
"Syne3",1.70449638027601e-183,0.461221136082523,0.186,0.023,5.5029665637211e-179,"11","Syne3"
"Cd74.11",1.88411898580284e-183,-437.009945465299,0.158,0.692,6.08287814566446e-179,"11","Cd74"
"Myl6.11",1.17743949978808e-181,1.5489535623712,0.973,0.785,3.8013634250658e-177,"11","Myl6"
"Cx3cr1",2.08915667187411e-181,0.25624493747088,0.101,0.007,6.74484231514556e-177,"11","Cx3cr1"
"Gem.9",1.79633388694748e-180,4.53911376151148,0.45,0.12,5.79946395400993e-176,"11","Gem"
"Rps19.9",1.41087103134407e-179,-57.1699334517908,0.93,0.991,4.55499712469434e-175,"11","Rps19"
"Rgs3.1",1.67467471593777e-179,1.52891945517563,0.303,0.058,5.40668732040508e-175,"11","Rgs3"
"Prdm1",3.44920328622203e-175,0.37607249930774,0.1,0.007,1.11357528095678e-170,"11","Prdm1"
"Sh2d1a.5",1.11629097151436e-173,0.635376433544239,0.343,0.074,3.6039454015341e-169,"11","Sh2d1a"
"H2-Aa.11",2.33195606572806e-173,-105.237870214596,0.101,0.648,7.52872015820305e-169,"11","H2-Aa"
"Cd79a.11",3.25964176643111e-173,-37.7175275759305,0.082,0.635,1.05237534429228e-168,"11","Cd79a"
"Adora2a.1",4.01472647825351e-172,0.492455807431968,0.209,0.03,1.29615444350415e-167,"11","Adora2a"
"Rap2a",5.7057500656546e-170,0.41976640214604,0.172,0.021,1.84210140869659e-165,"11","Rap2a"
"H2-Eb1.11",4.88895786604229e-169,-99.4650318247362,0.091,0.639,1.57840004705175e-164,"11","H2-Eb1"
"Cd79b.11",5.2158095905944e-169,-18.8426273587361,0.08,0.629,1.6839241263234e-164,"11","Cd79b"
"Smad3.1",1.02313620265003e-168,0.696054179091873,0.253,0.044,3.30319523025561e-164,"11","Smad3"
"H2-Ab1.11",2.65850144843371e-168,-116.782696540697,0.096,0.639,8.58297192626822e-164,"11","H2-Ab1"
"Ptprc.10",3.58392277248389e-166,-1.16651274154136,0.963,0.792,1.15706946709642e-161,"11","Ptprc"
"S100a13.10",6.59421513071269e-166,1.10680147104393,0.655,0.259,2.12894235495059e-161,"11","S100a13"
"Ptms.8",1.90184893132275e-164,19.8822069880065,0.399,0.101,6.14011927477549e-160,"11","Ptms"
"Borcs7",1.47724374545449e-163,0.88553906317026,0.293,0.058,4.76928143219981e-159,"11","Borcs7"
"Jak1.9",1.73733927618185e-163,5.33235155910948,0.857,0.545,5.60899985315311e-159,"11","Jak1"
"Ly6d.11",1.72574731680928e-159,-36.0367320755215,0.076,0.609,5.57157521231875e-155,"11","Ly6d"
"Igkc.9",3.2470471225849e-156,-Inf,0.076,0.603,1.04830916352653e-151,"11","Igkc"
"H2-Q7.11",3.39634049554957e-156,8.27410101774748,0.907,0.605,1.09650852898818e-151,"11","H2-Q7"
"Rps20.9",1.69227641534837e-155,-35.992720457173,0.971,0.993,5.46351440695222e-151,"11","Rps20"
"H2-K1.11",4.19881391492737e-154,22.4215997430522,0.996,0.959,1.3555870724343e-149,"11","H2-K1"
"Elmo2",2.09536091541485e-153,0.587587785257916,0.245,0.044,6.76487271541683e-149,"11","Elmo2"
"Stat4.3",7.90633796034047e-152,1.17005111629193,0.384,0.101,2.55256121049592e-147,"11","Stat4"
"Calm2.7",1.59394602776459e-150,12.114242462443,0.717,0.348,5.14605475063799e-146,"11","Calm2"
"Ccnd2.10",6.65700457331429e-149,-2.95712313052178,0.67,0.274,2.14921392649452e-144,"11","Ccnd2"
"Iglc2.11",8.87923050489592e-149,-168.215919510194,0.08,0.59,2.86665956850565e-144,"11","Iglc2"
"Enpp4",3.98763388981497e-147,0.309725563219822,0.118,0.012,1.28740760132676e-142,"11","Enpp4"
"Tm6sf1.6",1.60128607993648e-146,1.65070950723507,0.464,0.144,5.16975210907494e-142,"11","Tm6sf1"
"Prkch.10",5.18825968077352e-146,0.299802674479011,0.484,0.153,1.67502963793773e-141,"11","Prkch"
"Fxyd5.11",6.60263484518779e-146,-7.10839431609592,0.861,0.444,2.13166065976888e-141,"11","Fxyd5"
"Ebf1.11",2.58479290538193e-141,-14.4009835044673,0.075,0.569,8.34500389502557e-137,"11","Ebf1"
"Iglc3.11",1.34398672337972e-140,-18.0718977344889,0.068,0.566,4.33906113643143e-136,"11","Iglc3"
"Ms4a1.11",2.80893172874857e-138,-20.8768599619636,0.067,0.554,9.06863608626475e-134,"11","Ms4a1"
"Scimp",8.29124354273264e-137,0.621429597913,0.213,0.037,2.67682797777123e-132,"11","Scimp"
"Ccnd3.7",4.24793457886111e-136,2.56330621708909,0.617,0.266,1.37144567878531e-131,"11","Ccnd3"
"Ly6e.11",9.68364527964054e-136,-14.5943846826044,0.634,0.908,3.12636487853195e-131,"11","Ly6e"
"Tmsb4x.11",1.42384705101855e-135,-312.990158425561,0.997,0.996,4.59689020421339e-131,"11","Tmsb4x"
"Sept11.1",1.58740789602535e-134,1.24366513154699,0.411,0.121,5.12494639231784e-130,"11","Sept11"
"H2-D1.9",3.59901596775868e-134,-8.56818220970282,0.994,0.95,1.16194230519089e-129,"11","H2-D1"
"Pglyrp1.10",3.94163732112083e-133,-61.640118261166,0.549,0.211,1.27255760912386e-128,"11","Pglyrp1"
"Reep5.6",1.5399347140928e-130,2.63475193581978,0.721,0.374,4.97167922444862e-126,"11","Reep5"
"Pde2a.5",3.58260313776958e-129,1.06379711834856,0.401,0.119,1.15664342302891e-124,"11","Pde2a"
"Ighd.11",3.04474213090754e-125,-12.3085061493248,0.061,0.529,9.82994996963499e-121,"11","Ighd"
"Rinl.11",1.27376953062968e-124,1.28277515164279,0.507,0.181,4.11236492963792e-120,"11","Rinl"
"Pik3r1.3",1.29414369758989e-123,1.88023876356352,0.501,0.184,4.17814292766895e-119,"11","Pik3r1"
"Bin2.11",8.25046277781363e-122,1.89662798140593,0.662,0.309,2.66366190781713e-117,"11","Bin2"
"Tspo.11",2.1280084869158e-120,-4.16340017275734,0.757,0.419,6.87027540000765e-116,"11","Tspo"
"Nbeal2.1",4.27808050847518e-120,0.58352700577648,0.275,0.065,1.38117829216121e-115,"11","Nbeal2"
"Agtrap",1.75766606165644e-119,0.45915710008554,0.172,0.028,5.67462488005781e-115,"11","Agtrap"
"Zfp36l2.10",7.79020768171181e-118,1.2432510436925,0.673,0.335,2.51506855004066e-113,"11","Zfp36l2"
"Ada",1.69155098897063e-114,0.335086591225116,0.128,0.017,5.46117236789168e-110,"11","Ada"
"Lpcat4.1",2.38021298099158e-114,0.451139283935904,0.207,0.041,7.68451760913131e-110,"11","Lpcat4"
"Itm2b.11",2.88246330204317e-114,-62.5535173209345,0.911,0.701,9.30603277064636e-110,"11","Itm2b"
"S100a4.2",5.26349683800204e-114,-41.736633940413,0.229,0.048,1.69931995414896e-109,"11","S100a4"
"Capn2.1",1.7087033447569e-112,0.563024956379869,0.232,0.051,5.51654874854766e-108,"11","Capn2"
"Gm2682.11",5.13428982668191e-112,0.776572788445685,0.426,0.14,1.65760547054426e-107,"11","Gm2682"
"Ralgps2.9",2.00901786514686e-111,-4.63029215837495,0.072,0.495,6.48611417762664e-107,"11","Ralgps2"
"Coro2a.1",2.32998607677991e-111,0.806675477927819,0.283,0.072,7.52236004888395e-107,"11","Coro2a"
"Emp3.11",2.94682359422552e-111,-2.81448176520673,0.797,0.467,9.51381997395708e-107,"11","Emp3"
"Ptpn12",1.24121282916275e-110,0.841597787588625,0.259,0.062,4.00725561895192e-106,"11","Ptpn12"
"Fcmr.11",2.68279599626052e-110,-8.9693241801514,0.066,0.492,8.66140687392709e-106,"11","Fcmr"
"Vim.8",1.75288619591309e-109,-57.6244140575424,0.681,0.345,5.65919308350542e-105,"11","Vim"
"Cd19.11",9.6865332897434e-109,-17.767122143394,0.052,0.469,3.12729727259366e-104,"11","Cd19"
"Pfn1.9",1.05445707029024e-107,-27.2732744011681,0.99,0.955,3.40431465143205e-103,"11","Pfn1"
"H2-DMb2.10",5.93677387019256e-107,-4.64269644707693,0.056,0.47,1.91668744399167e-102,"11","H2-DMb2"
"Ubash3b",6.84165255671117e-107,0.463897074787524,0.186,0.036,2.2088275279342e-102,"11","Ubash3b"
"Bank1.10",7.55195372005104e-107,-6.08108345544684,0.06,0.47,2.43814825851848e-102,"11","Bank1"
"Runx3.9",8.29974325513137e-107,1.56599825512398,0.469,0.176,2.67957210991916e-102,"11","Runx3"
"Sh2d2a.6",1.15695165194072e-106,0.863351751044249,0.331,0.097,3.73521840829061e-102,"11","Sh2d2a"
"H2-Ob.8",5.82587828856808e-106,-5.142842881751,0.072,0.485,1.88088480546421e-101,"11","H2-Ob"
"Dcxr",2.48481989381233e-104,0.338146238227042,0.155,0.026,8.0222410271731e-100,"11","Dcxr"
"Runx2",1.86973984320483e-103,-4.66997649680487,0.1,0.012,6.03645508378681e-99,"11","Runx2"
"Spata13.5",6.14357688317637e-103,0.829872458095771,0.319,0.094,1.98345379673349e-98,"11","Spata13"
"mt-Cytb.8",1.71931196006489e-102,-105.158834311627,0.978,0.989,5.5507986630695e-98,"11","mt-Cytb"
"Nod1.1",3.46538967460373e-102,0.514389497906529,0.209,0.045,1.11880105644581e-97,"11","Nod1"
"Adgre5.7",5.57681250563073e-102,1.39508184845169,0.688,0.371,1.80047391744288e-97,"11","Adgre5"
"Ier2.7",3.96270434593458e-101,-6.14595704634037,0.73,0.413,1.27935909808498e-96,"11","Ier2"
"Map7d1.1",9.44566732977124e-101,0.520491718936268,0.259,0.066,3.04953369741665e-96,"11","Map7d1"
"Plaat3.4",5.47574521691799e-100,0.981200880795653,0.406,0.143,1.76784434328197e-95,"11","Plaat3"
"Anxa6.10",2.55274150493823e-98,0.85944757923843,0.712,0.401,8.24152594869309e-94,"11","Anxa6"
"D16Ertd472e.1",1.37345805344056e-97,0.564434618156868,0.266,0.07,4.43420932553284e-93,"11","D16Ertd472e"
"Epsti1.10",1.51716912357745e-97,-19.9607343076933,0.526,0.224,4.8981805154698e-93,"11","Epsti1"
"Gimap4.9",4.27593545249743e-97,1.17882038169302,0.684,0.374,1.38048576083879e-92,"11","Gimap4"
"Rpl35.9",6.45615807125122e-97,-20.2611842107615,0.92,0.983,2.08437063330346e-92,"11","Rpl35"
"Lfng.11",1.19887946487612e-95,1.0534909798064,0.439,0.168,3.87058235235254e-91,"11","Lfng"
"Tln1.9",1.31158825867205e-95,-5.23072339201171,0.776,0.508,4.23446269312272e-91,"11","Tln1"
"Pik3r5.2",2.13843525833634e-95,0.657263810702683,0.293,0.084,6.90393823153889e-91,"11","Pik3r5"
"Itih5",2.74430737403364e-95,0.253792631957577,0.1,0.013,8.8599963570676e-91,"11","Itih5"
"Ctss.11",1.86997712513841e-94,-14.038125966735,0.129,0.507,6.03722114850936e-90,"11","Ctss"
"Mxd1",3.41645929961037e-94,-1.83634043329076,0.174,0.034,1.10300388487921e-89,"11","Mxd1"
"Rps27.10",8.49724052065643e-93,-64.7976263603077,0.99,0.993,2.74333410209393e-88,"11","Rps27"
"St3gal4",2.302993077285e-92,0.336855437364471,0.131,0.021,7.43521315001462e-88,"11","St3gal4"
"Pear1.1",3.96281313788217e-92,0.403005236318006,0.176,0.036,1.27939422156526e-87,"11","Pear1"
"Trbc1.11",7.6648783320597e-91,-5.1522792725899,0.423,0.149,2.47460596950547e-86,"11","Trbc1"
"Rps28.11",1.10604606841078e-90,-51.8290670411522,0.947,0.986,3.57086973186419e-86,"11","Rps28"
"Laptm5.10",1.40223789936238e-90,-1.24604941946323,0.91,0.709,4.52712505809145e-86,"11","Laptm5"
"Actg1.9",1.61257643316439e-90,-22.5567228122365,0.949,0.83,5.20620301447124e-86,"11","Actg1"
"Ly86.10",2.32847186636512e-90,-6.81215548668297,0.038,0.404,7.5174714205598e-86,"11","Ly86"
"AI506816.2",2.64814298336841e-90,0.621272152604481,0.271,0.077,8.54952962180491e-86,"11","AI506816"
"Tnfaip3.8",1.02413636503198e-88,1.00175786394354,0.352,0.121,3.30642425450573e-84,"11","Tnfaip3"
"Galnt2.1",5.75452753431281e-88,0.581086802401573,0.267,0.076,1.85784921445289e-83,"11","Galnt2"
"Ostf1.6",2.47730957721534e-87,1.37995448915303,0.65,0.352,7.99799397003972e-83,"11","Ostf1"
"Ly6a.10",3.05091309774592e-87,-32.5306773490474,0.049,0.411,9.84987293607269e-83,"11","Ly6a"
"Fth1.11",4.00211242109012e-87,-190.361058375621,0.894,0.965,1.29208199514895e-82,"11","Fth1"
"Rps8.10",2.49549002203683e-86,-39.1146613636505,0.992,0.994,8.05668953614592e-82,"11","Rps8"
"Ppp1r12a.8",2.6797142447597e-86,1.18753817233718,0.634,0.332,8.65145743920669e-82,"11","Ppp1r12a"
"Snx18",1.04615817424018e-83,0.463194627475785,0.181,0.041,3.37752166553441e-79,"11","Snx18"
"mt-Co3.10",3.29846609303706e-83,-138.424070600227,0.997,0.993,1.06490977813701e-78,"11","mt-Co3"
"Rps26.11",1.01094547646005e-82,-34.5962561519907,0.966,0.988,3.26383747075126e-78,"11","Rps26"
"Cox8a.6",1.18418882275737e-82,1.24541131618774,0.934,0.808,3.82315361427218e-78,"11","Cox8a"
"Rpl12.10",2.45796815035389e-82,-25.6664195348822,0.829,0.957,7.93555017341754e-78,"11","Rpl12"
"Dnajc15.9",3.1534492390051e-82,0.551571350847509,0.417,0.163,1.0180910868128e-77,"11","Dnajc15"
"Tyk2",3.85798571547527e-82,0.617188024624635,0.264,0.078,1.24555068824119e-77,"11","Tyk2"
"Tpst2.7",5.64820417181119e-82,0.855156789408659,0.403,0.157,1.82352271686924e-77,"11","Tpst2"
"Cd22.10",6.3731168578472e-81,-3.41827792939275,0.046,0.385,2.05756077755597e-76,"11","Cd22"
"H2-Q6.6",1.17899582240581e-80,3.07315449437034,0.747,0.463,3.80638801263717e-76,"11","H2-Q6"
"B4galt5",2.33022766103887e-80,0.485773225305462,0.24,0.067,7.52314000366399e-76,"11","B4galt5"
"H2-DMa.11",5.70235135819018e-80,-21.3146982726961,0.134,0.476,1.8410041359917e-75,"11","H2-DMa"
"Zmiz1.1",7.39481500023909e-80,0.986907598554558,0.413,0.166,2.38741602282719e-75,"11","Zmiz1"
"Mmgt2",1.04029170058844e-79,0.511778111583503,0.218,0.058,3.35858175534978e-75,"11","Mmgt2"
"Ptpn22.8",1.61071703349636e-79,0.723556575178996,0.357,0.129,5.20019994264298e-75,"11","Ptpn22"
"Rnf166.3",1.34027579284628e-78,0.806389196142598,0.322,0.112,4.3270803972042e-74,"11","Rnf166"
"Blk.11",3.24465465436982e-78,-6.51259905722281,0.047,0.383,1.0475367551633e-73,"11","Blk"
"Pou2f2.10",3.54897976925508e-78,-4.28552187734526,0.112,0.456,1.145788118504e-73,"11","Pou2f2"
"Zfpm1.1",4.46943579904227e-78,0.611902718471114,0.19,0.046,1.4429573477208e-73,"11","Zfpm1"
"Tbc1d2b",4.48289948044594e-78,0.326156644218154,0.131,0.024,1.44730409726197e-73,"11","Tbc1d2b"
"Kcnab2.5",1.0895518183459e-77,1.03397546972478,0.368,0.14,3.51761804552973e-73,"11","Kcnab2"
"F2r.1",1.25920192803728e-77,0.283766443651852,0.106,0.017,4.06533342466835e-73,"11","F2r"
"Pycard.10",1.75253343032924e-77,-2.89275840257622,0.498,0.233,5.65805417981794e-73,"11","Pycard"
"Aplp2.1",2.27347065786196e-77,0.984500046689359,0.333,0.12,7.33990001890735e-73,"11","Aplp2"
"Plac8.11",4.84663961911523e-75,-64.160755726671,0.051,0.374,1.56473760103135e-70,"11","Plac8"
"Camk2g.1",4.93997154319429e-75,0.460141601248352,0.195,0.049,1.59486981272028e-70,"11","Camk2g"
"Vopp1",7.21385520053955e-75,0.274380227384689,0.131,0.025,2.32899315149419e-70,"11","Vopp1"
"Arl6ip5.10",2.08163926256069e-74,0.938376206808137,0.515,0.246,6.72057235917718e-70,"11","Arl6ip5"
"Lasp1.3",3.16918434911141e-74,0.784014921374179,0.379,0.149,1.02317116711062e-69,"11","Lasp1"
"Gnptg.1",3.3550792525941e-74,0.498108415323546,0.25,0.075,1.0831873367e-69,"11","Gnptg"
"Gimap5.4",3.93921940156469e-74,1.9109328856256,0.535,0.273,1.27177698379516e-69,"11","Gimap5"
"Atp8b4.1",4.56684924179131e-74,0.374990571358595,0.137,0.027,1.47440727771232e-69,"11","Atp8b4"
"Lta4h.2",2.58753937447584e-73,1.42320900182389,0.309,0.108,8.35387087049524e-69,"11","Lta4h"
"Dusp2.11",3.37236804616043e-73,2.83405984522736,0.653,0.393,1.0887690237029e-68,"11","Dusp2"
"Foxp1.10",1.33827715093937e-72,-1.61929820331284,0.314,0.631,4.32062778180776e-68,"11","Foxp1"
"Ifi30.11",6.56275287400418e-72,-27.0798147090777,0.063,0.377,2.11878476537225e-67,"11","Ifi30"
"mt-Co1.9",1.21970636274878e-71,-324.531238882923,0.997,0.994,3.93782199213445e-67,"11","mt-Co1"
"Tagln2.11",1.41983482468531e-71,-1.19428744598881,0.651,0.353,4.58393673149652e-67,"11","Tagln2"
"Rps29.11",2.44493756277047e-71,-37.8961516000541,0.99,0.992,7.89348092140445e-67,"11","Rps29"
"Fcer2a.10",5.59533178130517e-71,-7.77327134312431,0.038,0.35,1.80645286559437e-66,"11","Fcer2a"
"Cd81.9",1.29342607008498e-70,-2.70416795236067,0.042,0.352,4.17582606726937e-66,"11","Cd81"
"Dnajc1.3",1.59499670199269e-70,0.977471827654139,0.285,0.097,5.14944685238338e-66,"11","Dnajc1"
"Eef2k",2.9470247416153e-70,0.265050736453973,0.105,0.018,9.51446937830498e-66,"11","Eef2k"
"Esyt1.4",3.06130180781679e-70,1.65675206579991,0.597,0.336,9.88341288653652e-66,"11","Esyt1"
"Siglecg.9",3.58252904966968e-70,-4.82266070732587,0.042,0.351,1.15661950368586e-65,"11","Siglecg"
"Pax5.9",4.19714311681688e-70,-2.23663968579339,0.043,0.351,1.35504765526433e-65,"11","Pax5"
"Rps9.9",1.42349373057342e-69,-24.5448067183566,0.973,0.992,4.5957495091563e-65,"11","Rps9"
"Serf2.8",2.39122316620478e-69,-0.675254345469725,0.957,0.91,7.72006399209212e-65,"11","Serf2"
"Scd1.11",9.4612305796207e-69,-1.94184611665622,0.029,0.328,3.05455829263054e-64,"11","Scd1"
"Hmgb2.9",1.09025529276749e-68,-15.7276520561317,0.587,0.321,3.51988921269985e-64,"11","Hmgb2"
"Plec.11",1.3644386197672e-68,-14.3276687043119,0.459,0.21,4.40509008391842e-64,"11","Plec"
"Gm28875",5.2644796370988e-68,0.252815951073538,0.117,0.022,1.69963725083735e-63,"11","Gm28875"
"Rap1b.8",5.72861599508235e-68,2.54329035398925,0.678,0.425,1.84948367401234e-63,"11","Rap1b"
"Lrrfip2",6.06293987077657e-68,0.427817790996759,0.172,0.043,1.95742013728022e-63,"11","Lrrfip2"
"Sqstm1.5",1.48388306482508e-67,1.75291896896852,0.615,0.361,4.79071647478778e-63,"11","Sqstm1"
"Rpl35a.11",1.82446259256843e-67,-16.1517648319395,0.991,0.993,5.89027748010718e-63,"11","Rpl35a"
"Tulp4",1.97932042286198e-67,0.539211065202407,0.259,0.084,6.39023598520991e-63,"11","Tulp4"
"Rps24.10",4.48044781440182e-67,-83.5307160833954,0.999,0.995,1.44651257687963e-62,"11","Rps24"
"Cmc1.4",1.02307963397428e-66,0.661504621231885,0.285,0.1,3.30301259828596e-62,"11","Cmc1"
"Arhgap18",1.56814884280609e-66,0.392387841874168,0.134,0.029,5.06276853899947e-62,"11","Arhgap18"
"Mef2c.11",2.41872584574905e-66,-21.0378603160559,0.146,0.448,7.80885639300082e-62,"11","Mef2c"
"Unc93b1.11",4.16127056244326e-66,-5.34141355785456,0.118,0.418,1.34346620108481e-61,"11","Unc93b1"
"Btg2.9",1.70153342157045e-65,0.535120996182863,0.754,0.508,5.49340065154021e-61,"11","Btg2"
"Mzb1.11",1.7970384251687e-65,-10.4809372022086,0.041,0.332,5.80173855565716e-61,"11","Mzb1"
"Ube2g2",2.20381737401378e-65,0.423334703902222,0.212,0.062,7.11502439200349e-61,"11","Ube2g2"
"Ptpn4",2.35128920524907e-65,0.418730952034669,0.171,0.044,7.59113719914664e-61,"11","Ptpn4"
"Fuca2",2.48105682669456e-65,0.327923201729864,0.131,0.027,8.01009196498338e-61,"11","Fuca2"
"Unc119.2",3.07814946824936e-65,0.630351462882315,0.288,0.102,9.93780555824306e-61,"11","Unc119"
"Rps7.11",4.144635161064e-65,-29.4606479588276,0.986,0.99,1.33809546174951e-60,"11","Rps7"
"Rpl36a.11",6.19106694602498e-65,-14.3874713524412,0.834,0.95,1.99878596352417e-60,"11","Rpl36a"
"Bbc3.1",2.51030004760724e-64,0.262879744247438,0.132,0.028,8.10450370369997e-60,"11","Bbc3"
"Atp5h.9",1.24338103751143e-63,0.293451007783278,0.864,0.679,4.01425567960565e-59,"11","Atp5h"
"Rap2b.1",8.45200545113529e-63,0.274510012508092,0.227,0.071,2.72872995989903e-58,"11","Rap2b"
"Tes.10",2.00905514288424e-62,0.988520123809491,0.421,0.191,6.48623452880176e-58,"11","Tes"
"Bcl11a.11",2.71089456927106e-62,-2.73378875034343,0.027,0.303,8.7521231168916e-58,"11","Bcl11a"
"Cd47.5",5.44865831430112e-62,2.53693362032108,0.722,0.495,1.75909933677212e-57,"11","Cd47"
"Pitpnc1.11",5.88758650641242e-62,0.718174919619599,0.324,0.127,1.90080730359525e-57,"11","Pitpnc1"
"Cd24a.11",7.67569439193529e-62,-37.3922002511737,0.044,0.324,2.47809793443631e-57,"11","Cd24a"
"Serpina3g.3",1.26028529994883e-61,-23.2022687631051,0.214,0.066,4.06883109088479e-57,"11","Serpina3g"
"Ctsh.11",1.39974607033123e-61,-8.72767196660119,0.046,0.329,4.51908018806439e-57,"11","Ctsh"
"H3f3a.11",1.83344704155236e-61,-24.4381794974705,0.833,0.898,5.91928377365178e-57,"11","H3f3a"
"Tnfrsf1b.1",2.36879788867865e-61,-2.9586036556662,0.175,0.047,7.64766398359901e-57,"11","Tnfrsf1b"
"mt-Atp6.9",2.60559876093181e-61,-149.949583852032,0.997,0.991,8.41217559966836e-57,"11","mt-Atp6"
"Pfkp.1",3.44771406896156e-61,0.609035650202293,0.266,0.094,1.11309448716424e-56,"11","Pfkp"
"Iqgap2.2",8.07340840137241e-61,0.483754053631002,0.198,0.058,2.60649990238308e-56,"11","Iqgap2"
"Actb.7",8.12118976332072e-61,-95.3267551410677,1,0.996,2.6219261150881e-56,"11","Actb"
"Cap1.3",8.61393234572766e-61,1.14629530163896,0.679,0.424,2.78100805781817e-56,"11","Cap1"
"Fcrla.9",1.10123730268939e-60,-2.87704911256101,0.044,0.324,3.55534463173269e-56,"11","Fcrla"
"Tnfrsf13b.8",1.71745894353617e-60,-1.72156180763454,0.044,0.321,5.54481619920651e-56,"11","Tnfrsf13b"
"Capzb.5",2.54098299708643e-60,2.47517711035665,0.774,0.551,8.20356360609355e-56,"11","Capzb"
"Rpl18a.9",2.62060436836719e-60,-49.3688620246565,0.991,0.993,8.46062120327346e-56,"11","Rpl18a"
"Fau.9",2.7927946312263e-60,-12.0206016893348,0.996,0.996,9.01653746691412e-56,"11","Fau"
"Swap70.10",2.83152357946425e-60,-3.02110899877937,0.066,0.346,9.14157387630033e-56,"11","Swap70"
"Ptpre.2",3.28262909594528e-60,0.322153415504221,0.253,0.086,1.05979680362593e-55,"11","Ptpre"
"Myl12a.9",4.32768626643632e-60,0.536574601167751,0.758,0.53,1.39719351111897e-55,"11","Myl12a"
"Rac2.10",1.76813940351779e-59,-1.59654364316593,0.929,0.826,5.70843806425718e-55,"11","Rac2"
"Ptpn18.11",3.38471192184096e-59,0.306661455303473,0.899,0.734,1.09275424396635e-54,"11","Ptpn18"
"Crim1.1",3.3990143817682e-59,0.350286945856199,0.162,0.042,1.09737179315386e-54,"11","Crim1"
"Fryl.3",4.05828038787323e-59,0.840994458007984,0.394,0.179,1.31021582322487e-54,"11","Fryl"
"Grina.5",4.3501419207032e-59,-3.07086101394417,0.267,0.096,1.40444331909903e-54,"11","Grina"
"Sept1.10",1.29547756964117e-58,2.44485782945314,0.736,0.5,4.18244933358653e-54,"11","Sept1"
"Rps13.10",1.50642535724697e-58,-31.5722684554526,0.987,0.991,4.86349426587184e-54,"11","Rps13"
"Rpl21.11",1.60441699669287e-58,-25.8941196590987,0.98,0.989,5.17986027382292e-54,"11","Rpl21"
"Gramd1b.2",1.83175801730834e-58,0.432047436020805,0.158,0.041,5.91383075887998e-54,"11","Gramd1b"
"Spib.11",1.84924780980714e-58,-3.12424399006737,0.03,0.296,5.97029655396236e-54,"11","Spib"
"Sh3bp5.8",2.39827586509852e-58,-1.07247645120167,0.03,0.295,7.74283363047059e-54,"11","Sh3bp5"
"Ccr7.10",2.83428302418651e-58,-12.6138371563907,0.061,0.339,9.15048274358613e-54,"11","Ccr7"
"Ywhaq.1",2.85749310065527e-58,1.22806848029847,0.406,0.189,9.22541647546553e-54,"11","Ywhaq"
"Sppl3",4.40913120816825e-58,0.551440747616019,0.266,0.096,1.42348801055712e-53,"11","Sppl3"
"Cyba.10",6.00090389661894e-58,-9.36278949190277,0.91,0.785,1.93739182302342e-53,"11","Cyba"
"Blnk.8",8.36484857921729e-58,-1.70691127037075,0.029,0.293,2.7005913638003e-53,"11","Blnk"
"Vpreb3.11",9.21025456747382e-58,-15.9433999921362,0.038,0.306,2.97353068710892e-53,"11","Vpreb3"
"Arpc1b.6",1.4413036071139e-57,-5.82635233252385,0.806,0.609,4.65324869556722e-53,"11","Arpc1b"
"Napsa.11",1.7968539212284e-57,-8.74706379972381,0.163,0.442,5.80114288468589e-53,"11","Napsa"
"Rps2.11",5.95571938823397e-57,-35.9927380726963,0.946,0.981,1.92280400449134e-52,"11","Rps2"
"H2-Oa.9",7.01619120894194e-57,-1.68570815287476,0.057,0.328,2.2651773318069e-52,"11","H2-Oa"
"B2m.9",7.40333236296228e-57,-20.0980848784211,0.972,0.931,2.39016585338237e-52,"11","B2m"
