"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Ctsc.10",0.000200020507837908,-2.62469173819492,0.266,0.217,1,"10","Ctsc"
"Tmem123.10",0.000210016983050326,-9.47925860843178,0.321,0.264,1,"10","Tmem123"
"mt-Atp6.8",0.000212970362740976,-145.898731145852,1,0.991,1,"10","mt-Atp6"
"Bcl2.9",0.000224620045131656,-1.70204077339787,0.221,0.267,1,"10","Bcl2"
"Smdt1.7",0.000228819335468261,-0.656054253784198,0.312,0.36,1,"10","Smdt1"
"Snrpd3.7",0.000236229632398973,-0.62344421112544,0.307,0.35,1,"10","Snrpd3"
"Plec.10",0.00026469997549785,-15.7507941354935,0.173,0.216,1,"10","Plec"
"Rpl7a.8",0.000265499054702717,-8.22664409502055,0.911,0.894,1,"10","Rpl7a"
"Tyrobp.8",0.000266824245125722,-67.8558006930397,0.103,0.138,1,"10","Tyrobp"
"Gm26917.8",0.000273866078256195,-160.021402078225,0.545,0.585,1,"10","Gm26917"
"Pecam1.4",0.000274844623112839,0.318645007823834,0.28,0.231,1,"10","Pecam1"
"Tln1.8",0.000281160469912438,-9.96638680619492,0.464,0.514,1,"10","Tln1"
"Atp5a1.7",0.000282820333772213,-1.53116509768208,0.497,0.539,1,"10","Atp5a1"
"Myl12b.10",0.000289710524471282,-3.00446170518247,0.687,0.717,1,"10","Myl12b"
"Rpl39.10",0.000291211095066453,-38.5852549307033,0.998,0.99,1,"10","Rpl39"
"Uba52.9",0.000300759075410206,-1.07753541262167,0.505,0.54,1,"10","Uba52"
"Nop56.3",0.000303927523520076,-0.310856469381333,0.149,0.192,1,"10","Nop56"
"S100a6.10",0.000305907620495603,-130.518860032448,0.09,0.123,1,"10","S100a6"
"Ccng1.4",0.000306538520133583,-0.288360046438359,0.102,0.141,1,"10","Ccng1"
"Phf20l1.8",0.000313036735900072,-0.485542958175687,0.26,0.308,1,"10","Phf20l1"
"Gbp4.9",0.000325611303956137,-0.786125675033771,0.072,0.107,1,"10","Gbp4"
"Emg1.8",0.000332217038988796,-0.362596441601903,0.303,0.354,1,"10","Emg1"
"Prkca.3",0.000333800571026236,-0.382342581635866,0.098,0.135,1,"10","Prkca"
"Hmgb2.8",0.000345876787955068,-50.0042522191194,0.28,0.327,1,"10","Hmgb2"
"Arpc4.5",0.000352811011359369,-0.440061104139202,0.311,0.363,1,"10","Arpc4"
"Cox7c.5",0.000373408460586548,-2.37980430529928,0.614,0.638,1,"10","Cox7c"
"Anxa6.9",0.000376513327082566,-2.04286912421909,0.366,0.408,1,"10","Anxa6"
"Rpl36a.10",0.000382317315894365,-26.8700216595776,0.973,0.947,1,"10","Rpl36a"
"Lbh.8",0.000383163026680224,-0.836647600151029,0.545,0.489,1,"10","Lbh"
"Rab5if.2",0.00038994759114578,-0.262759839205937,0.171,0.216,1,"10","Rab5if"
"Pld4.10",0.000390817446507282,-6.14908588286979,0.213,0.167,1,"10","Pld4"
"Ndufa2.7",0.000393862883396525,-0.708422123425279,0.484,0.528,1,"10","Ndufa2"
"1810037I17Rik.5",0.000394679257635825,-0.758548172875192,0.336,0.387,1,"10","1810037I17Rik"
"Gapdh.8",0.000400662274598521,-1.56434352941669,0.415,0.46,1,"10","Gapdh"
"Atp5c1.5",0.000406011203405531,-0.81140271925681,0.389,0.427,1,"10","Atp5c1"
"Anp32a.5",0.000417661934990465,-0.340670980783331,0.352,0.398,1,"10","Anp32a"
"Eif3m.6",0.000438972553324308,-0.378784419091146,0.278,0.324,1,"10","Eif3m"
"Ppp1r18.7",0.000439943065532229,-0.347830966090679,0.379,0.427,1,"10","Ppp1r18"
"Ier3ip1.2",0.000448170636373533,-0.27024480476103,0.228,0.276,1,"10","Ier3ip1"
"Cdc37.5",0.000458135248091768,-0.318646495636392,0.267,0.315,1,"10","Cdc37"
"Sec11a.6",0.000477339182087333,-0.25897837904551,0.214,0.261,1,"10","Sec11a"
"Rbm3.7",0.00047841657450562,-4.14286779656877,0.5,0.549,1,"10","Rbm3"
"H3f3b.8",0.000513069309592447,-34.6881772176452,0.95,0.916,1,"10","H3f3b"
"Hspe1.8",0.000534286774100657,-10.6708573846234,0.476,0.518,1,"10","Hspe1"
"Hsp90ab1.9",0.000552416854144624,-71.1689008731112,0.946,0.938,1,"10","Hsp90ab1"
"Rpl6.10",0.000556669278694737,-21.8576164566971,0.994,0.978,1,"10","Rpl6"
"Ndufa13.5",0.000590307942285151,-0.87357751358393,0.536,0.574,1,"10","Ndufa13"
"Arhgap4.5",0.000617832220580723,0.419333144173615,0.408,0.361,1,"10","Arhgap4"
"Cyth4.5",0.000619356629771219,-0.785468357567328,0.168,0.21,1,"10","Cyth4"
"Ahnak.10",0.000624355234058717,-47.7758826409666,0.147,0.182,1,"10","Ahnak"
"Fau.8",0.000738460863911725,-12.419824558523,1,0.996,1,"10","Fau"
"Hp1bp3.8",0.00074317648461589,-0.403319260560904,0.249,0.296,1,"10","Hp1bp3"
"Pdia3.5",0.000744346269379417,-1.70905894804354,0.311,0.361,1,"10","Pdia3"
"Runx3.8",0.000793779719235821,-0.32096922665116,0.143,0.182,1,"10","Runx3"
"Prdx1.8",0.000845773556030572,-1.12927066841397,0.323,0.371,1,"10","Prdx1"
"Rps29.10",0.000874685705079865,-36.8526530527959,0.999,0.992,1,"10","Rps29"
"mt-Co3.9",0.000882860836478441,-160.869110082714,1,0.993,1,"10","mt-Co3"
"Rpl29.9",0.000884088956116428,-17.6409155871497,0.959,0.944,1,"10","Rpl29"
"Eef1d.8",0.000892761790521849,-1.86802753520494,0.529,0.573,1,"10","Eef1d"
"Hnrnpf.4",0.000907941566114549,-1.0996799391611,0.593,0.624,1,"10","Hnrnpf"
"Pdia4.9",0.000937728114369891,-0.758946674621933,0.264,0.22,1,"10","Pdia4"
"Rpl37a.10",0.000952576826375211,-43.6084616780764,0.998,0.993,1,"10","Rpl37a"
"Eif5a.7",0.000955206107145119,-14.3693639973776,0.454,0.501,1,"10","Eif5a"
"Spcs1.4",0.00097694110152141,-0.389449594255318,0.254,0.297,1,"10","Spcs1"
"Ncor1.8",0.0010090938351793,-0.714278422701691,0.414,0.453,1,"10","Ncor1"
"Ubl5.5",0.00101781737273478,-1.03164982519248,0.514,0.552,1,"10","Ubl5"
"Prdx5.4",0.00102930683652283,-35.7358633193602,0.237,0.28,1,"10","Prdx5"
"Btf3.7",0.00107612444674522,-6.91567019225304,0.768,0.771,1,"10","Btf3"
"Rbbp7.4",0.00107940728662188,-0.385688259808176,0.194,0.236,1,"10","Rbbp7"
"Cox7a2l.7",0.00111147595558641,-0.715684690694363,0.456,0.487,1,"10","Cox7a2l"
"Atp6v1d.9",0.00113517060927703,-0.252891998742773,0.149,0.188,1,"10","Atp6v1d"
"Pa2g4.6",0.00116874186487729,-5.85341977512173,0.193,0.234,1,"10","Pa2g4"
"Bola2.7",0.00121638353129777,-0.826946845549801,0.305,0.346,1,"10","Bola2"
"Irf1.10",0.00128676102157102,-1.98679764769474,0.155,0.194,1,"10","Irf1"
"Bax.7",0.001307712916538,-1.02625548681538,0.247,0.292,1,"10","Bax"
"Ostf1.5",0.00131392009504586,-0.845566511897548,0.315,0.358,1,"10","Ostf1"
"Arhgap45.10",0.00138775885770662,-2.71386613814907,0.729,0.745,1,"10","Arhgap45"
"Dgkz.10",0.00140406095324482,-0.271895291376059,0.211,0.251,1,"10","Dgkz"
"Metap2.4",0.00141397319963639,-0.276857391010356,0.209,0.251,1,"10","Metap2"
"mt-Atp8.7",0.00144192208057165,-12.3497800152349,0.869,0.858,1,"10","mt-Atp8"
"Gpx4.6",0.00145096823519777,-0.807874576758045,0.347,0.392,1,"10","Gpx4"
"Laptm5.9",0.00147204016353691,-7.50545770407016,0.695,0.713,1,"10","Laptm5"
"Eif3g.2",0.00153948333735242,-0.251460629749729,0.19,0.229,1,"10","Eif3g"
"Pdia6.7",0.00157072222920296,-0.261742785853784,0.247,0.206,1,"10","Pdia6"
"Ugcg.8",0.00164598798586505,-0.709334443058305,0.173,0.21,1,"10","Ugcg"
"Ablim1.9",0.00167614616019549,-1.09938490418078,0.487,0.513,1,"10","Ablim1"
"Stat1.7",0.00170733293622083,-7.29611305119076,0.302,0.349,1,"10","Stat1"
"Tgfb1.8",0.00176886549711123,-5.64528650534827,0.426,0.38,1,"10","Tgfb1"
"Ndufa4.8",0.00178588939734218,-1.79819578155064,0.577,0.605,1,"10","Ndufa4"
"Ephx1.6",0.00181413487473277,0.470518101625478,0.207,0.171,1,"10","Ephx1"
"Akr1a1.4",0.00183607790083485,-0.550959491140139,0.255,0.298,1,"10","Akr1a1"
"Eef2.9",0.00184890447527704,-10.7639441324355,0.883,0.875,1,"10","Eef2"
"Rpl22.8",0.00186604154315744,-16.9102628967459,0.991,0.971,1,"10","Rpl22"
"Atp5g1.4",0.00194463817327749,-2.07867772490684,0.397,0.438,1,"10","Atp5g1"
"Sptssa.5",0.00204323132809063,-3.15592386684156,0.135,0.172,1,"10","Sptssa"
"Map1lc3b.3",0.00217116900503404,-0.258054154407566,0.288,0.335,1,"10","Map1lc3b"
"Ranbp1.4",0.00233895991377988,-1.85812303187569,0.234,0.271,1,"10","Ranbp1"
"Bst2.9",0.00244246071152881,-47.7968936295537,0.182,0.218,1,"10","Bst2"
"Hnrnpab.9",0.00272254578200721,-3.20436453079375,0.36,0.403,1,"10","Hnrnpab"
"Rps15.8",0.00272854330118637,-4.85364866197738,0.894,0.884,1,"10","Rps15"
"Eif4b.3",0.00276719823535795,-0.30511173883318,0.243,0.282,1,"10","Eif4b"
"Eif4a2.4",0.00292310006799709,-0.364086042925801,0.524,0.474,1,"10","Eif4a2"
"Rpl17.10",0.00300120741344034,-29.9870349257664,0.997,0.984,1,"10","Rpl17"
"Fgfr1op2.4",0.00302963177084282,-0.336695006281273,0.214,0.254,1,"10","Fgfr1op2"
"Cct3.4",0.00305166310168262,-0.339815366729809,0.186,0.222,1,"10","Cct3"
"Arl5c.1",0.00309175504218852,-0.419372795375832,0.11,0.141,1,"10","Arl5c"
"Sept7.5",0.00320708555028566,-0.423740852460408,0.244,0.28,1,"10","Sept7"
"Mpc2.4",0.00330573672938196,-0.563505194712637,0.184,0.219,1,"10","Mpc2"
"Btg2.8",0.00337461016672591,-3.35154390714896,0.475,0.513,1,"10","Btg2"
"Rpl21.10",0.00339380731718271,-27.7274221453724,1,0.988,1,"10","Rpl21"
"Cotl1.7",0.00346666441550543,-1.38467917758348,0.395,0.437,1,"10","Cotl1"
"Snrpf.8",0.00347557217453427,-2.5236748209519,0.444,0.474,1,"10","Snrpf"
"Ifi27.5",0.00371087272597158,-0.308662589930226,0.178,0.213,1,"10","Ifi27"
"Spcs2.4",0.00384620277878575,-0.253702921738221,0.276,0.315,1,"10","Spcs2"
"Atp5f1.3",0.00388800530943232,-0.429109088677302,0.383,0.422,1,"10","Atp5f1"
"Eif4a1.7",0.00389803790398351,-4.12390001417094,0.404,0.43,1,"10","Eif4a1"
"Ywhah.5",0.00393610369420905,-16.8821477994665,0.259,0.297,1,"10","Ywhah"
"C1qbp.4",0.0040180408437848,-0.708965159555962,0.178,0.211,1,"10","C1qbp"
"Rpl38.9",0.00417247518552865,-36.2732397317438,0.986,0.983,1,"10","Rpl38"
"Ybx1.4",0.0042117574895084,-12.6686841163685,0.577,0.608,1,"10","Ybx1"
"Cebpb.6",0.00430250364993951,-25.7983450637686,0.086,0.113,1,"10","Cebpb"
"Arhgap15.7",0.00434273089380829,-0.298637436722846,0.239,0.275,1,"10","Arhgap15"
"Mxd4.7",0.00447013065307059,-1.13483938529024,0.139,0.173,1,"10","Mxd4"
"Clic4.10",0.0046910745203759,-2.88960084813901,0.174,0.142,1,"10","Clic4"
"4932438A13Rik.8",0.00477842411808761,-0.283997028211472,0.171,0.205,1,"10","4932438A13Rik"
"Syngr2.8",0.00490096063639083,-0.424916868753311,0.21,0.176,1,"10","Syngr2"
"Snrpb.3",0.00495572350042347,-0.424649066374712,0.37,0.404,1,"10","Snrpb"
"Mcl1.10",0.00498112466404249,-5.65112710620686,0.656,0.599,1,"10","Mcl1"
"Hnrnpm.3",0.00499015472854451,-0.252050712117193,0.308,0.35,1,"10","Hnrnpm"
"AY036118.9",0.00505067634102364,-487.955574066857,0.811,0.811,1,"10","AY036118"
"mt-Cytb.7",0.00510548348197574,-92.6474444002925,0.998,0.989,1,"10","mt-Cytb"
"1810026B05Rik.7",0.00511123353249581,-0.459745874460451,0.302,0.339,1,"10","1810026B05Rik"
"Hint1.7",0.00520445957571282,-2.07127038093015,0.568,0.596,1,"10","Hint1"
"Aprt.8",0.00526519695557991,-0.792692539800479,0.207,0.241,1,"10","Aprt"
"Rpl27.9",0.00538300330587273,-14.1697708419214,0.991,0.978,1,"10","Rpl27"
"Zfand5.2",0.00549891984878937,0.260250635379936,0.224,0.192,1,"10","Zfand5"
"Ripor2.6",0.0056279991056099,-0.397499914445429,0.499,0.457,1,"10","Ripor2"
"Rpl10.9",0.00575439078124423,-19.2917066621254,0.967,0.957,1,"10","Rpl10"
"Atp5e.7",0.00586373139297702,-7.45180984305395,0.874,0.881,1,"10","Atp5e"
"Atp5j.5",0.00597750551108771,-0.4104692060637,0.502,0.536,1,"10","Atp5j"
"Tomm20.6",0.00601136038568286,-0.442927345342838,0.281,0.314,1,"10","Tomm20"
"Plp2.6",0.00610199610267441,-0.455084114471545,0.174,0.142,1,"10","Plp2"
"Srsf11.3",0.00632394352686088,-0.312711978085583,0.34,0.379,1,"10","Srsf11"
"Chd4.6",0.00632425934471638,-0.313131897212853,0.416,0.46,1,"10","Chd4"
"Sh3kbp1.7",0.00642056126927649,-0.414019499466894,0.279,0.314,1,"10","Sh3kbp1"
"Nedd8.4",0.00643611623698954,-0.324086200360157,0.385,0.42,1,"10","Nedd8"
"Tnfaip8.4",0.00657501489578784,-0.325988655839061,0.257,0.22,1,"10","Tnfaip8"
"Calm1.5",0.0067676226041199,-9.51673482226986,0.818,0.825,1,"10","Calm1"
"Txndc17.6",0.00692486011049541,-2.47047303503724,0.156,0.187,1,"10","Txndc17"
"Tpd52.9",0.00699298289202748,-0.524847437549699,0.17,0.14,1,"10","Tpd52"
"Prelid1.3",0.00708984261993063,-0.356100061819277,0.288,0.322,1,"10","Prelid1"
"S100a10.10",0.00716445288324973,-58.3993733519642,0.542,0.559,1,"10","S100a10"
"Cstb.7",0.00736600003565443,-1.18375110941021,0.12,0.149,1,"10","Cstb"
"Ywhab.7",0.00740222909340657,-0.427999886885607,0.305,0.338,1,"10","Ywhab"
"Tnrc6b.6",0.00742131344308701,-0.276708199788136,0.303,0.339,1,"10","Tnrc6b"
"Pnrc1.9",0.00744689212889596,-0.560308754655714,0.424,0.457,1,"10","Pnrc1"
"Chchd2.5",0.00752468251768813,-0.388967364806057,0.397,0.435,1,"10","Chchd2"
"Psmb9.5",0.00753266215642178,-0.473106236213708,0.363,0.405,1,"10","Psmb9"
"Ptprc.9",0.00789700050825028,-9.75153800200666,0.786,0.795,1,"10","Ptprc"
"H2afv.7",0.00805250483403165,-5.42129512998576,0.336,0.373,1,"10","H2afv"
"Atp5o.5",0.00813757109995648,-0.293986991144505,0.336,0.373,1,"10","Atp5o"
"1810058I24Rik.1",0.00819524109098024,-0.46950515584724,0.243,0.278,1,"10","1810058I24Rik"
"Pgls.8",0.00822091365949674,-1.16618772040201,0.412,0.372,1,"10","Pgls"
"Eif2s2.5",0.00872326374668389,-0.926724921211588,0.353,0.39,1,"10","Eif2s2"
"Sec61g.8",0.0089772551593363,-0.951509838399706,0.504,0.533,1,"10","Sec61g"
"Nfkbia.8",0.00940421786127846,-14.1511051466121,0.496,0.452,1,"10","Nfkbia"
"Cytip.8",0.00953711406288509,-0.970119853420028,0.348,0.378,1,"10","Cytip"
"Marcksl1.8",0.00965005420707213,-18.6108090650221,0.122,0.097,1,"10","Marcksl1"
"Hnrnpa3.8",0.00965040275663879,-12.5534808610571,0.629,0.649,1,"10","Hnrnpa3"
"Gch1.3",0.00985784143830294,-0.363273366115055,0.102,0.081,1,"10","Gch1"
"Gzma",0,163.09920180677,0.92,0.002,0,"11","Gzma"
"Nkg7.11",0,51.0106095634569,0.994,0.126,0,"11","Nkg7"
"AW112010.11",0,36.1420019257317,0.996,0.343,0,"11","AW112010"
"Klra4",0,32.1971492457275,0.525,0,0,"11","Klra4"
"Klra7.1",0,21.5662178522487,0.592,0.006,0,"11","Klra7"
"Klre1",0,17.504030350753,0.852,0.006,0,"11","Klre1"
"Klra8",0,14.8191479059424,0.619,0.001,0,"11","Klra8"
"Klrb1c.1",0,11.9901945505127,0.862,0.008,0,"11","Klrb1c"
"Ncr1",0,8.59310880954952,0.821,0.001,0,"11","Ncr1"
"Itgb2.10",0,8.57885708177934,0.843,0.233,0,"11","Itgb2"
"H2afz.9",0,8.54949153982435,0.952,0.475,0,"11","H2afz"
"Ifng.1",0,8.28489529046415,0.39,0.01,0,"11","Ifng"
"Klra9",0,7.05270376341639,0.474,0.001,0,"11","Klra9"
"Il2rb.9",0,7.02211478526844,0.886,0.083,0,"11","Il2rb"
"Klrk1.1",0,6.65179150277689,0.793,0.01,0,"11","Klrk1"
"Prf1.1",0,6.29543353339077,0.73,0.027,0,"11","Prf1"
"Klrd1.3",0,6.22013363830925,0.833,0.071,0,"11","Klrd1"
"Ctsw.11",0,5.97011688056646,0.828,0.096,0,"11","Ctsw"
"Id2.11",0,5.84408476668412,0.831,0.108,0,"11","Id2"
"Cma1",0,5.47538220484958,0.436,0,0,"11","Cma1"
"Ctsd.11",0,5.1596511412104,0.83,0.185,0,"11","Ctsd"
"Xcl1.1",0,4.40274689771975,0.314,0.014,0,"11","Xcl1"
"Spn.8",0,4.38634786231128,0.654,0.14,0,"11","Spn"
"Klra3",0,3.93264318481462,0.185,0.002,0,"11","Klra3"
"Eomes.1",0,3.90448390973377,0.513,0.014,0,"11","Eomes"
"Selplg.10",0,3.69112887217624,0.887,0.319,0,"11","Selplg"
"Klri2",0,3.67192778099246,0.506,0.001,0,"11","Klri2"
"Klrc1.1",0,3.65810776037329,0.285,0.008,0,"11","Klrc1"
"Efhd2.9",0,3.48993426102946,0.669,0.101,0,"11","Efhd2"
"Sytl3.1",0,3.45424219882858,0.649,0.027,0,"11","Sytl3"
"Itgax.1",0,3.16026922040103,0.428,0.007,0,"11","Itgax"
"Tbx21.1",0,3.01686025469174,0.493,0.015,0,"11","Tbx21"
"Il18rap.1",0,2.80887863047496,0.548,0.014,0,"11","Il18rap"
"Itgam",0,2.65362804389191,0.389,0.011,0,"11","Itgam"
"Txk.10",0,2.61129436126432,0.594,0.117,0,"11","Txk"
"Adamts14",0,2.53477322041533,0.529,0.002,0,"11","Adamts14"
"Arsb",0,2.19406849921029,0.461,0.028,0,"11","Arsb"
"Cst7.3",0,2.18601757217455,0.521,0.057,0,"11","Cst7"
"Serpinb6b.1",0,2.15910254157517,0.373,0.018,0,"11","Serpinb6b"
"Klra1",0,2.10895777535327,0.122,0.003,0,"11","Klra1"
"Klrc2",0,2.07954486368103,0.459,0.004,0,"11","Klrc2"
"Klrb1a",0,2.07271634872996,0.357,0.001,0,"11","Klrb1a"
"Gm19585.1",0,2.03340283653007,0.437,0.073,0,"11","Gm19585"
"Serpinb9",0,2.018454611917,0.368,0.014,0,"11","Serpinb9"
"Klrb1b",0,1.98348562491278,0.179,0.001,0,"11","Klrb1b"
"Il18r1.2",0,1.93733405584751,0.375,0.034,0,"11","Il18r1"
"Dok2.2",0,1.8436955376556,0.489,0.048,0,"11","Dok2"
"Bhlhe40.1",0,1.7831270225109,0.394,0.049,0,"11","Bhlhe40"
"Cd244a",0,1.77343700501004,0.338,0.009,0,"11","Cd244a"
"S1pr5",0,1.72625371990231,0.463,0.003,0,"11","S1pr5"
"Chsy1.1",0,1.61358574434966,0.446,0.065,0,"11","Chsy1"
"Ifitm10.1",0,1.53348779335153,0.412,0.022,0,"11","Ifitm10"
"Camk2n1",0,1.50763705773007,0.346,0.008,0,"11","Camk2n1"
"Myo1f.1",0,1.40523865279293,0.456,0.05,0,"11","Myo1f"
"Osbpl3",0,1.35892677318627,0.366,0.009,0,"11","Osbpl3"
"Samd3.1",0,1.27000632769096,0.379,0.01,0,"11","Samd3"
"Ccr5",0,1.20024483552748,0.262,0.006,0,"11","Ccr5"
"Lpin1.1",0,1.17889785791142,0.351,0.039,0,"11","Lpin1"
"Tnfsf12",0,1.07682719268245,0.349,0.003,0,"11","Tnfsf12"
"Fgl2",0,1.06266424598237,0.278,0.009,0,"11","Fgl2"
"1700025G04Rik.1",0,1.00057259302804,0.314,0.025,0,"11","1700025G04Rik"
"Klrb1f",0,0.985417470885832,0.255,0.003,0,"11","Klrb1f"
"Gsap",0,0.971449743080053,0.279,0.026,0,"11","Gsap"
"Nr4a2.1",0,0.968302212631596,0.331,0.024,0,"11","Nr4a2"
"Itga2",0,0.964717293465944,0.309,0.004,0,"11","Itga2"
"Arl4d",0,0.961772306898192,0.29,0.009,0,"11","Arl4d"
"Ctla2b",0,0.840341399868713,0.198,0.005,0,"11","Ctla2b"
"Sulf2",0,0.76924006630411,0.237,0.004,0,"11","Sulf2"
"Gm36723",0,0.760995543447945,0.113,0.003,0,"11","Gm36723"
"Fasl",0,0.706353053803348,0.229,0.007,0,"11","Fasl"
"Gpc1",0,0.654759794334318,0.191,0.005,0,"11","Gpc1"
"Baiap3.1",0,0.607627192280065,0.237,0.012,0,"11","Baiap3"
"Aoah",0,0.606231844819258,0.188,0,0,"11","Aoah"
"Il12rb2",0,0.599823702343614,0.224,0.004,0,"11","Il12rb2"
"Phactr3",0,0.598742738001322,0.129,0,0,"11","Phactr3"
"Kcnj8",0,0.571485112097252,0.162,0.002,0,"11","Kcnj8"
"Pdgfb",0,0.546004155562008,0.18,0.004,0,"11","Pdgfb"
"Rap1gap2",0,0.53663587798848,0.175,0.011,0,"11","Rap1gap2"
"Zeb2.8",0,0.517733515242992,0.606,0.104,0,"11","Zeb2"
"Rhoc",0,0.514178976744192,0.167,0.005,0,"11","Rhoc"
"Khdc1a",0,0.501811858103235,0.1,0,0,"11","Khdc1a"
"Spry2",0,0.501105261305069,0.155,0.003,0,"11","Spry2"
"Dapk2",0,0.496216900108303,0.18,0.002,0,"11","Dapk2"
"Atp2b4",0,0.466650793942703,0.171,0.01,0,"11","Atp2b4"
"Prr5l",0,0.456597348736414,0.125,0.005,0,"11","Prr5l"
"Trdv2-2",0,0.430290473572264,0.153,0.007,0,"11","Trdv2-2"
"Tmem37",0,0.422956692473108,0.151,0.002,0,"11","Tmem37"
"Zfhx3",0,0.397661729027065,0.119,0.004,0,"11","Zfhx3"
"Styk1",0,0.37690896708861,0.112,0,0,"11","Styk1"
"Arap3",0,0.366792220204246,0.136,0.004,0,"11","Arap3"
"Olfm1",0,0.359481305828445,0.16,0.004,0,"11","Olfm1"
"Dab2ip",0,0.357015623592894,0.124,0.005,0,"11","Dab2ip"
"Clnk",0,0.325306649066987,0.108,0.001,0,"11","Clnk"
"Cmklr1",0,0.295545978225996,0.119,0,0,"11","Cmklr1"
"Stk32c",0,0.289246260254726,0.103,0.001,0,"11","Stk32c"
"Rac3",0,0.266480839085669,0.103,0.001,0,"11","Rac3"
"Anxa2.3",0,-1.36782689330066,0.816,0.051,0,"11","Anxa2"
"Zyx.11",0,-2.02353611969451,0.657,0.143,0,"11","Zyx"
"Ctla2a.1",0,-3.91473223174715,0.45,0.026,0,"11","Ctla2a"
"Atp1b1.5",0,-6.71320573001934,0.53,0.08,0,"11","Atp1b1"
"Cd9.5",0,-9.42950061440726,0.461,0.078,0,"11","Cd9"
"Fcer1g.2",0,-9.63375573714209,0.997,0.044,0,"11","Fcer1g"
"Ccr2",0,-11.0282742402178,0.298,0.016,0,"11","Ccr2"
"Nrgn",0,-11.0581375036519,0.153,0.009,0,"11","Nrgn"
"Itgb1.11",0,-13.6370095467908,0.646,0.093,0,"11","Itgb1"
"Ccl3",0,-16.293245897365,0.743,0.01,0,"11","Ccl3"
"Rgs1.3",0,-17.3275896164298,0.327,0.039,0,"11","Rgs1"
"Car2",0,-19.0962703620985,0.245,0.021,0,"11","Car2"
"Tyrobp.9",0,-19.1920946859306,0.991,0.123,0,"11","Tyrobp"
"Ahnak.11",0,-25.6957314467924,0.899,0.169,0,"11","Ahnak"
"Lgals1.10",0,-46.0213129339234,0.866,0.152,0,"11","Lgals1"
"S100a6.11",0,-102.979624976212,0.645,0.114,0,"11","S100a6"
"Ccl5.3",0,-105.242075773611,0.997,0.063,0,"11","Ccl5"
"Gzmb",0,-112.446014650342,0.545,0.001,0,"11","Gzmb"
"Ly6c2.3",1.5000756864069e-302,-67.2720364479209,0.413,0.068,4.84299435356467e-298,"11","Ly6c2"
"Ugcg.9",3.14319565225412e-300,3.8923328032238,0.693,0.2,1.01478071633024e-295,"11","Ugcg"
"Anxa1",2.21018305060442e-297,-54.8510779362733,0.248,0.025,7.13557597887637e-293,"11","Anxa1"
"Sema4a.2",4.8509970974417e-297,1.54944356669314,0.389,0.061,1.56614441290905e-292,"11","Sema4a"
"Itgal.9",1.24372828169419e-295,0.749126985928315,0.747,0.243,4.01537675744969e-291,"11","Itgal"
"Plek.9",1.09031243837827e-283,-7.57170558481343,0.544,0.125,3.52007370730424e-279,"11","Plek"
"Pogk",1.73739236305671e-283,0.988373867305126,0.172,0.013,5.60917124412859e-279,"11","Pogk"
"S100a1",6.09269702628182e-282,0.354364803387122,0.128,0.007,1.96702723493509e-277,"11","S100a1"
"Cd160.1",8.33576485705088e-275,2.70853357263419,0.219,0.022,2.69120168409888e-270,"11","Cd160"
"Acot7.2",1.67008165407365e-274,0.70755438732314,0.256,0.029,5.39185862017677e-270,"11","Acot7"
"Ppm1j.1",3.59654517338662e-271,0.427336716918471,0.174,0.014,1.16114460922787e-266,"11","Ppm1j"
"Rbpms",3.06464335982976e-264,0.598886631451974,0.237,0.026,9.89420108721038e-260,"11","Rbpms"
"Gas7",1.67750642023068e-261,0.290781434828881,0.114,0.006,5.41582947771473e-257,"11","Gas7"
"Xdh",1.29300419565866e-257,0.695551907272489,0.207,0.02,4.17446404568397e-253,"11","Xdh"
"Dusp5.2",1.24694363056969e-256,-2.97543662842241,0.304,0.044,4.02575751129423e-252,"11","Dusp5"
"Gm14029",2.15723926955504e-255,0.373143905934221,0.147,0.01,6.96464698175846e-251,"11","Gm14029"
"Padi2",2.13879383760157e-251,0.640341439192329,0.274,0.036,6.90509590469667e-247,"11","Padi2"
"Wdr95",5.27666520687655e-245,0.318815780895678,0.118,0.007,1.70357136204009e-240,"11","Wdr95"
"Peak1.1",1.04666035723409e-243,1.01406066328385,0.343,0.057,3.37914296333025e-239,"11","Peak1"
"Nrarp",1.72706765243022e-240,0.356611611484151,0.114,0.006,5.57583791587095e-236,"11","Nrarp"
"Cuedc1",7.94943520062263e-238,0.41362560284431,0.158,0.013,2.56647515452102e-233,"11","Cuedc1"
"Hsd11b1.5",1.10475374426184e-226,1.064793155124,0.393,0.078,3.56669746334934e-222,"11","Hsd11b1"
"Slamf7.1",2.85086386011345e-223,0.918927198191362,0.352,0.064,9.20401397237628e-219,"11","Slamf7"
"Ifngr1.11",5.71534128690178e-223,0.840447187503385,0.622,0.197,1.84519793447624e-218,"11","Ifngr1"
"Sytl2",7.50647877701117e-222,0.816880647781587,0.183,0.018,2.42346667315806e-217,"11","Sytl2"
"Fcgr3",1.00015117802242e-215,-1.89274373589472,0.133,0.01,3.22898807824539e-211,"11","Fcgr3"
"Prex1.8",2.06148081159302e-214,2.15662555253081,0.584,0.175,6.65549080022807e-210,"11","Prex1"
"Itga4.7",1.96198491913653e-213,-1.27872887634384,0.779,0.36,6.33426831143228e-209,"11","Itga4"
